question_text,correct_answer,hint,explanation,difficulty,tags,active
"Arrange (Duijs) to refer to a valid constituency in Garissa County, Kenya",Dujis,A constituency starting with DUJ based in Garissa,Dujis is located in Garissa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Eadls) to refer to a valid constituency in Wajir County, Kenya",Eldas,A constituency starting with ELD based in Wajir,Eldas is located in Wajir County.,1,"geography,constituency,kenya",TRUE
"Arrange (Emgewn) to refer to a valid constituency in Nandi County, Kenya",Emgwen,A constituency starting with EMG based in Nandi,Emgwen is located in Nandi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ensebeds) to refer to a valid constituency in Trans Nzoia County, Kenya",Endebess,A constituency starting with END based in Trans Nzoia,Endebess is located in Trans Nzoia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ffai) to refer to a valid constituency in Garissa County, Kenya",Fafi,A constituency starting with FAF based in Garissa,Fafi is located in Garissa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Fuuylna) to refer to a valid constituency in Busia County, Kenya",Funyula,A constituency starting with FUN based in Busia,Funyula is located in Busia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Gcahkoa) to refer to a valid constituency in Embu County, Kenya",Gachoka,A constituency starting with GAC based in Embu,Gachoka is located in Embu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Gllaoe) to refer to a valid constituency in Tana River County, Kenya",Galole,A constituency starting with GAL based in Tana River,Galole is located in Tana River County.,1,"geography,constituency,kenya",TRUE
"Arrange (Gazne) to refer to a valid constituency in Kilifi County, Kenya",Ganze,A constituency starting with GAN based in Kilifi,Ganze is located in Kilifi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Gnagtaa) to refer to a valid constituency in Murang'a County, Kenya",Gatanga,A constituency starting with GAT based in Murang'a,Gatanga is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ggcihuu) to refer to a valid constituency in Kirinyaga County, Kenya",Gichugu,A constituency starting with GIC based in Kirinyaga,Gichugu is located in Kirinyaga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ggilil) to refer to a valid constituency in Nakuru County, Kenya",Gilgil,A constituency starting with GIL based in Nakuru,Gilgil is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Hamsii) to refer to a valid constituency in Vihiga County, Kenya",Hamisi,A constituency starting with HAM based in Vihiga,Hamisi is located in Vihiga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Iarja) to refer to a valid constituency in Garissa County, Kenya",Ijara,A constituency starting with IJA based in Garissa,Ijara is located in Garissa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Jvomu) to refer to a valid constituency in Mombasa County, Kenya",Jomvu,A constituency starting with JOM based in Mombasa,Jomvu is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Jjua) to refer to a valid constituency in Kiambu County, Kenya",Juja,A constituency starting with JUJ based in Kiambu,Juja is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ketabe) to refer to a valid constituency in Kiambu County, Kenya",Kabete,A constituency starting with KAB based in Kiambu,Kabete is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kbhaauci) to refer to a valid constituency in Bungoma County, Kenya",Kabuchai,A constituency starting with KAB based in Bungoma,Kabuchai is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ktiai) to refer to a valid constituency in Makueni County, Kenya",Kaiti,A constituency starting with KAI based in Makueni,Kaiti is located in Makueni County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kelaonli) to refer to a valid constituency in Kilifi County, Kenya",Kaloleni,A constituency starting with KAL based in Kilifi,Kaloleni is located in Kilifi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kaadrna) to refer to a valid constituency in Murang'a County, Kenya",Kandara,A constituency starting with KAN based in Murang'a,Kandara is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kuyadni) to refer to a valid constituency in Bungoma County, Kenya",Kanduyi,A constituency starting with KAN based in Bungoma,Kanduyi is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kaemnga) to refer to a valid constituency in Murang'a County, Kenya",Kangema,A constituency starting with KAN based in Murang'a,Kangema is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kpereast) to refer to a valid constituency in Uasin Gishu County, Kenya",Kapseret,A constituency starting with KAP based in Uasin Gishu,Kapseret is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ksaaarni) to refer to a valid constituency in Nairobi County, Kenya",Kasarani,A constituency starting with KAS based in Nairobi,Kasarani is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kniaathi) to refer to a valid constituency in Machakos County, Kenya",Kathiani,A constituency starting with KAT based in Machakos,Kathiani is located in Machakos County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kseess) to refer to a valid constituency in Uasin Gishu County, Kenya",Kesses,A constituency starting with KES based in Uasin Gishu,Kesses is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kmibaaa) to refer to a valid constituency in Kiambu County, Kenya",Kiambaa,A constituency starting with KIA based in Kiambu,Kiambaa is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kmiabu) to refer to a valid constituency in Kiambu County, Kenya",Kiambu,A constituency starting with KIA based in Kiambu,Kiambu is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kbira) to refer to a valid constituency in Nairobi County, Kenya",Kibra,A constituency starting with KIB based in Nairobi,Kibra is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Keini) to refer to a valid constituency in Nyeri County, Kenya",Kieni,A constituency starting with KIE based in Nyeri,Kieni is located in Nyeri County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kgmiuo) to refer to a valid constituency in Murang'a County, Kenya",Kigumo,A constituency starting with KIG based in Murang'a,Kigumo is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kirhau) to refer to a valid constituency in Murang'a County, Kenya",Kiharu,A constituency starting with KIH based in Murang'a,Kiharu is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kukyiu) to refer to a valid constituency in Kiambu County, Kenya",Kikuyu,A constituency starting with KIK based in Kiambu,Kikuyu is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kilgiors) to refer to a valid constituency in Narok County, Kenya",Kilgoris,A constituency starting with KIL based in Narok,Kilgoris is located in Narok County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kminaili) to refer to a valid constituency in Nairobi County, Kenya",Kilimani,A constituency starting with KIL based in Nairobi,Kilimani is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kimole) to refer to a valid constituency in Makueni County, Kenya",Kilome,A constituency starting with KIL based in Makueni,Kilome is located in Makueni County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kiillmii) to refer to a valid constituency in Bungoma County, Kenya",Kimilili,A constituency starting with KIM based in Bungoma,Kimilili is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kiiimnni) to refer to a valid constituency in Trans Nzoia County, Kenya",Kiminini,A constituency starting with KIM based in Trans Nzoia,Kiminini is located in Trans Nzoia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kngiano) to refer to a valid constituency in Kwale County, Kenya",Kinango,A constituency starting with KIN based in Kwale,Kinango is located in Kwale County.,1,"geography,constituency,kenya",TRUE
"Arrange (Koinangp) to refer to a valid constituency in Nyandarua County, Kenya",Kinangop,A constituency starting with KIN based in Nyandarua,Kinangop is located in Nyandarua County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kriippii) to refer to a valid constituency in Nyandarua County, Kenya",Kipipiri,A constituency starting with KIP based in Nyandarua,Kipipiri is located in Nyandarua County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kinsuai) to refer to a valid constituency in Mombasa County, Kenya",Kisauni,A constituency starting with KIS based in Mombasa,Kisauni is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kioonn) to refer to a valid constituency in Bomet County, Kenya",Konoin,A constituency starting with KON based in Bomet,Konoin is located in Bomet County.,1,"geography,constituency,kenya",TRUE
"Arrange (Kzawna) to refer to a valid constituency in Trans Nzoia County, Kenya",Kwanza,A constituency starting with KWA based in Trans Nzoia,Kwanza is located in Trans Nzoia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Laefy) to refer to a valid constituency in Mandera County, Kenya",Lafey,A constituency starting with LAF based in Mandera,Lafey is located in Mandera County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lrdegaa) to refer to a valid constituency in Garissa County, Kenya",Lagdera,A constituency starting with LAG based in Garissa,Lagdera is located in Garissa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Liiamsas) to refer to a valid constituency in Marsabit County, Kenya",Laisamis,A constituency starting with LAI based in Marsabit,Laisamis is located in Marsabit County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ltnagaa) to refer to a valid constituency in Nairobi County, Kenya",Langata,A constituency starting with LAN based in Nairobi,Langata is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lrai) to refer to a valid constituency in Kiambu County, Kenya",Lari,A constituency starting with LAR based in Kiambu,Lari is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lnkioi) to refer to a valid constituency in Mombasa County, Kenya",Likoni,A constituency starting with LIK based in Mombasa,Likoni is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lanykuii) to refer to a valid constituency in Kakamega County, Kenya",Likuyani,A constituency starting with LIK based in Kakamega,Likuyani is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lmiruu) to refer to a valid constituency in Kiambu County, Kenya",Limuru,A constituency starting with LIM based in Kiambu,Limuru is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Limoa) to refer to a valid constituency in Turkana County, Kenya",Loima,A constituency starting with LOI based in Turkana,Loima is located in Turkana County.,1,"geography,constituency,kenya",TRUE
"Arrange (Luadna) to refer to a valid constituency in Vihiga County, Kenya",Luanda,A constituency starting with LUA based in Vihiga,Luanda is located in Vihiga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lgarui) to refer to a valid constituency in Kakamega County, Kenya",Lugari,A constituency starting with LUG based in Kakamega,Lugari is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Lrambui) to refer to a valid constituency in Kakamega County, Kenya",Lurambi,A constituency starting with LUR based in Kakamega,Lurambi is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Maraa) to refer to a valid constituency in Tharaka County, Kenya",Maara,A constituency starting with MAA based in Tharaka,Maara is located in Tharaka County.,1,"geography,constituency,kenya",TRUE
"Arrange (Magianri) to refer to a valid constituency in Kilifi County, Kenya",Magarini,A constituency starting with MAG based in Kilifi,Magarini is located in Kilifi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Maadraka) to refer to a valid constituency in Nairobi County, Kenya",Makadara,A constituency starting with MAK based in Nairobi,Makadara is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Munkeai) to refer to a valid constituency in Makueni County, Kenya",Makueni,A constituency starting with MAK based in Makueni,Makueni is located in Makueni County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mlavaa) to refer to a valid constituency in Kakamega County, Kenya",Malava,A constituency starting with MAL based in Kakamega,Malava is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mdanlii) to refer to a valid constituency in Kilifi County, Kenya",Malindi,A constituency starting with MAL based in Kilifi,Malindi is located in Kilifi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mtaantya) to refer to a valid constituency in Embu County, Kenya",Manyatta,A constituency starting with MAN based in Embu,Manyatta is located in Embu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mwgraaa) to refer to a valid constituency in Murang'a County, Kenya",Maragwa,A constituency starting with MAR based in Murang'a,Maragwa is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Maginsa) to refer to a valid constituency in Machakos County, Kenya",Masinga,A constituency starting with MAS based in Machakos,Masinga is located in Machakos County.,1,"geography,constituency,kenya",TRUE
"Arrange (Maaoyts) to refer to a valid constituency in Busia County, Kenya",Matayos,A constituency starting with MAT based in Busia,Matayos is located in Busia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mtarahe) to refer to a valid constituency in Nairobi County, Kenya",Mathare,A constituency starting with MAT based in Nairobi,Mathare is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Myatohia) to refer to a valid constituency in Murang'a County, Kenya",Mathioya,A constituency starting with MAT based in Murang'a,Mathioya is located in Murang'a County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mtahria) to refer to a valid constituency in Nyeri County, Kenya",Mathira,A constituency starting with MAT based in Nyeri,Mathira is located in Nyeri County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mgatua) to refer to a valid constituency in Kwale County, Kenya",Matuga,A constituency starting with MAT based in Kwale,Matuga is located in Kwale County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mantguu) to refer to a valid constituency in Kakamega County, Kenya",Matungu,A constituency starting with MAT based in Kakamega,Matungu is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mvokao) to refer to a valid constituency in Machakos County, Kenya",Mavoko,A constituency starting with MAV based in Machakos,Mavoko is located in Machakos County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mnoobi) to refer to a valid constituency in Makueni County, Kenya",Mbooni,A constituency starting with MBO based in Makueni,Mbooni is located in Makueni County.,1,"geography,constituency,kenya",TRUE
"Arrange (Miogoto) to refer to a valid constituency in Baringo County, Kenya",Mogotio,A constituency starting with MOG based in Baringo,Mogotio is located in Baringo County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mbeoin) to refer to a valid constituency in Uasin Gishu County, Kenya",Moiben,A constituency starting with MOI based in Uasin Gishu,Moiben is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mloo) to refer to a valid constituency in Baringo County, Kenya",Molo,A constituency starting with MOL based in Baringo,Molo is located in Baringo County.,1,"geography,constituency,kenya",TRUE
"Arrange (Moosp) to refer to a valid constituency in Nandi County, Kenya",Mosop,A constituency starting with MOS based in Nandi,Mosop is located in Nandi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Maloye) to refer to a valid constituency in Marsabit County, Kenya",Moyale,A constituency starting with MOY based in Marsabit,Moyale is located in Marsabit County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mrhnooui) to refer to a valid constituency in Kisumu County, Kenya",Muhoroni,A constituency starting with MUH based in Kisumu,Muhoroni is located in Kisumu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mitva) to refer to a valid constituency in Mombasa County, Kenya",Mvita,A constituency starting with MVI based in Mombasa,Mvita is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mlwaa) to refer to a valid constituency in Machakos County, Kenya",Mwala,A constituency starting with MWA based in Machakos,Mwala is located in Machakos County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mtaatwe) to refer to a valid constituency in Taita Taveta County, Kenya",Mwatate,A constituency starting with MWA based in Taita Taveta,Mwatate is located in Taita Taveta County.,1,"geography,constituency,kenya",TRUE
"Arrange (Mewa) to refer to a valid constituency in Kirinyaga County, Kenya",Mwea,A constituency starting with MWE based in Kirinyaga,Mwea is located in Kirinyaga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Naahisva) to refer to a valid constituency in Nakuru County, Kenya",Naivasha,A constituency starting with NAI based in Nakuru,Naivasha is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ndgwaraa) to refer to a valid constituency in Nyandarua County, Kenya",Ndaragwa,A constituency starting with NDA based in Nyandarua,Ndaragwa is located in Nyandarua County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nihdwa) to refer to a valid constituency in Homa Bay County, Kenya",Ndhiwa,A constituency starting with NDH based in Homa Bay,Ndhiwa is located in Homa Bay County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nida) to refer to a valid constituency in Kirinyaga County, Kenya",Ndia,A constituency starting with NDI based in Kirinyaga,Ndia is located in Kirinyaga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nthii) to refer to a valid constituency in Tharaka County, Kenya",Nithi,A constituency starting with NIT based in Tharaka,Nithi is located in Tharaka County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nojro) to refer to a valid constituency in Nakuru County, Kenya",Njoro,A constituency starting with NJO based in Nakuru,Njoro is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nylai) to refer to a valid constituency in Mombasa County, Kenya",Nyali,A constituency starting with NYA based in Mombasa,Nyali is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nlyai) to refer to a valid constituency in Mombasa County, Kenya",Nyali,A constituency starting with NYA based in Mombasa,Nyali is located in Mombasa County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nadnyo) to refer to a valid constituency in Kisumu County, Kenya",Nyando,A constituency starting with NYA based in Kisumu,Nyando is located in Kisumu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Nikayte) to refer to a valid constituency in Migori County, Kenya",Nyatike,A constituency starting with NYA based in Migori,Nyatike is located in Migori County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ohtaya) to refer to a valid constituency in Nyeri County, Kenya",Othaya,A constituency starting with OTH based in Nyeri,Othaya is located in Nyeri County.,1,"geography,constituency,kenya",TRUE
"Arrange (Rbaai) to refer to a valid constituency in Kilifi County, Kenya",Rabai,A constituency starting with RAB based in Kilifi,Rabai is located in Kilifi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Rawgne) to refer to a valid constituency in Homa Bay County, Kenya",Rangwe,A constituency starting with RAN based in Homa Bay,Rangwe is located in Homa Bay County.,1,"geography,constituency,kenya",TRUE
"Arrange (Rgaoni) to refer to a valid constituency in Nakuru County, Kenya",Rongai,A constituency starting with RON based in Nakuru,Rongai is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Rsbyoamu) to refer to a valid constituency in Nairobi County, Kenya",Roysambu,A constituency starting with ROY based in Nairobi,Roysambu is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Raakura) to refer to a valid constituency in Nairobi County, Kenya",Ruaraka,A constituency starting with RUA based in Nairobi,Ruaraka is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Rruiu) to refer to a valid constituency in Kiambu County, Kenya",Ruiru,A constituency starting with RUI based in Kiambu,Ruiru is located in Kiambu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Saibata) to refer to a valid constituency in Vihiga County, Kenya",Sabatia,A constituency starting with SAB based in Vihiga,Sabatia is located in Vihiga County.,1,"geography,constituency,kenya",TRUE
"Arrange (Sobtai) to refer to a valid constituency in Trans Nzoia County, Kenya",Saboti,A constituency starting with SAB based in Trans Nzoia,Saboti is located in Trans Nzoia County.,1,"geography,constituency,kenya",TRUE
"Arrange (Skau) to refer to a valid constituency in Marsabit County, Kenya",Saku,A constituency starting with SAK based in Marsabit,Saku is located in Marsabit County.,1,"geography,constituency,kenya",TRUE
"Arrange (Slnihyau) to refer to a valid constituency in Kakamega County, Kenya",Shinyalu,A constituency starting with SHI based in Kakamega,Shinyalu is located in Kakamega County.,1,"geography,constituency,kenya",TRUE
"Arrange (Saagkio) to refer to a valid constituency in Embu County, Kenya",Siakago,A constituency starting with SIA based in Embu,Siakago is located in Embu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Sgior) to refer to a valid constituency in West Pokot County, Kenya",Sigor,A constituency starting with SIG based in West Pokot,Sigor is located in West Pokot County.,1,"geography,constituency,kenya",TRUE
"Arrange (Sirsiia) to refer to a valid constituency in Bungoma County, Kenya",Sirisia,A constituency starting with SIR based in Bungoma,Sirisia is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Stiok) to refer to a valid constituency in Bomet County, Kenya",Sotik,A constituency starting with SOT based in Bomet,Sotik is located in Bomet County.,1,"geography,constituency,kenya",TRUE
"Arrange (yoS) to refer to a valid constituency in Uasin Gishu County, Kenya",Soy,A constituency starting with SOY based in Uasin Gishu,Soy is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Saherte) to refer to a valid constituency in Nairobi County, Kenya",Starehe,A constituency starting with STA based in Nairobi,Starehe is located in Nairobi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Subuika) to refer to a valid constituency in Nakuru County, Kenya",Subukia,A constituency starting with SUB based in Nakuru,Subukia is located in Nakuru County.,1,"geography,constituency,kenya",TRUE
"Arrange (Traabj) to refer to a valid constituency in Wajir County, Kenya",Tarbaj,A constituency starting with TAR based in Wajir,Tarbaj is located in Wajir County.,1,"geography,constituency,kenya",TRUE
"Arrange (Taevta) to refer to a valid constituency in Taita Taveta County, Kenya",Taveta,A constituency starting with TAV based in Taita Taveta,Taveta is located in Taita Taveta County.,1,"geography,constituency,kenya",TRUE
"Arrange (Tteu) to refer to a valid constituency in Nyeri County, Kenya",Tetu,A constituency starting with TET based in Nyeri,Tetu is located in Nyeri County.,1,"geography,constituency,kenya",TRUE
"Arrange (Taharka) to refer to a valid constituency in Tharaka County, Kenya",Tharaka,A constituency starting with THA based in Tharaka,Tharaka is located in Tharaka County.,1,"geography,constituency,kenya",TRUE
"Arrange (Titay) to refer to a valid constituency in Baringo County, Kenya",Tiaty,A constituency starting with TIA based in Baringo,Tiaty is located in Baringo County.,1,"geography,constituency,kenya",TRUE
"Arrange (Trendeit) to refer to a valid constituency in Nandi County, Kenya",Tinderet,A constituency starting with TIN based in Nandi,Tinderet is located in Nandi County.,1,"geography,constituency,kenya",TRUE
"Arrange (Tnoragen) to refer to a valid constituency in Bungoma County, Kenya",Tongaren,A constituency starting with TON based in Bungoma,Tongaren is located in Bungoma County.,1,"geography,constituency,kenya",TRUE
"Arrange (Tbruo) to refer to a valid constituency in Uasin Gishu County, Kenya",Turbo,A constituency starting with TUR based in Uasin Gishu,Turbo is located in Uasin Gishu County.,1,"geography,constituency,kenya",TRUE
"Arrange (Unyega) to refer to a valid constituency in Siaya County, Kenya",Ugenya,A constituency starting with UGE based in Siaya,Ugenya is located in Siaya County.,1,"geography,constituency,kenya",TRUE
"Arrange (Unguja) to refer to a valid constituency in Siaya County, Kenya",Ugunja,A constituency starting with UGU based in Siaya,Ugunja is located in Siaya County.,1,"geography,constituency,kenya",TRUE
"Arrange (Vhgiia) to refer to a valid constituency in Vihiga County, Kenya",Vihiga,A constituency starting with VIH based in Vihiga,Vihiga is located in Vihiga County.,1,"geography,constituency,kenya",TRUE
"Arrange (ioV) to refer to a valid constituency in Taita Taveta County, Kenya",Voi,A constituency starting with VOI based in Taita Taveta,Voi is located in Taita Taveta County.,1,"geography,constituency,kenya",TRUE
"Arrange (Wundnayi) to refer to a valid constituency in Taita Taveta County, Kenya",Wundanyi,A constituency starting with WUN based in Taita Taveta,Wundanyi is located in Taita Taveta County.,1,"geography,constituency,kenya",TRUE
"Arrange (Ytata) to refer to a valid constituency in Machakos County, Kenya",Yatta,A constituency starting with YAT based in Machakos,Yatta is located in Machakos County.,1,"geography,constituency,kenya",TRUE
